Cloudbuddy;Observer;Age_in_days;Volume;Weight;Phase (color)
cbID-040;raID-03;15;6,719062763;25,68728011;1-lightgray
cbID-040;raID-03;19;8,047254613;36,97279794;2-darkgray
cbID-040;raID-03;25;8,950620674;42,72263222;2-darkgray
cbID-040;raID-03;31;8,258317886;38,88581311;2-darkgray
cbID-040;raID-03;37;6,279894644;22,34361591;3-darkorange
cbID-040;raID-03;42;3,825728207;11,60322;3-darkorange
cbID-040;raID-03;48;2,390400211;6,765089805;3-darkorange
cbID-040;raID-03;55;2,933408908;16,45194917;4-orange
cbID-040;raID-03;60;3,775044471;15,051986;4-orange
cbID-040;raID-03;67;2,899132883;19,4801731;5-orangered
cbID-040;raID-03;74;2,632899504;16,98940109;5-orangered
cbID-040;raID-03;77;2,770036883;20,03076429;5-orangered
cbID-040;raID-03;83;0,99556056;0,957415297;6-red
cbID-040;raID-03;90;0,004221674;0,308159529;6-red
cbID-041;raID-03;1;0,10887771;0,013555017;1-lightgray
cbID-041;raID-03;9;3,272503305;7,508382523;1-lightgray
cbID-041;raID-03;20;8,718632155;40,38778483;2-darkgray
cbID-041;raID-03;26;9,522769356;46,78241119;2-darkgray
cbID-041;raID-03;38;7,134745559;29,98377102;3-darkorange
cbID-041;raID-03;46;6,445119461;33,67444186;4-orange
cbID-041;raID-03;55;4,180403639;19,89669449;4-orange
cbID-041;raID-03;64;4,33329993;26,87333379;5-orangered
cbID-041;raID-03;72;3,862362788;22,46552391;5-orangered
cbID-041;raID-03;81;1,62503297;2,619140173;6-red
cbID-041;raID-03;90;0,124272312;0,00657438;6-red
cbID-042;raID-03;1;0,082204999;0,037857515;1-lightgray
cbID-042;raID-03;11;4,343584886;12,09078759;1-lightgray
cbID-042;raID-03;17;7,859319553;33,84653311;2-darkgray
cbID-042;raID-03;26;9,547762019;48,9453777;2-darkgray
cbID-042;raID-03;32;8,505906574;41,73231458;2-darkgray
cbID-042;raID-03;43;5,488637024;19,34844596;3-darkorange
cbID-042;raID-03;49;4,095787736;18,0247082;4-orange
cbID-042;raID-03;59;3,628220454;17,53586848;4-orange
cbID-042;raID-03;66;4,5230624;23,65082455;5-orangered
cbID-042;raID-03;73;2,840043504;24,56893171;5-orangered
cbID-042;raID-03;81;0,960324507;1,022293352;6-red
cbID-042;raID-03;91;0,052950418;0,532591201;6-red
cbID-043;raID-03;1;0,044017908;0,171953124;1-lightgray
cbID-043;raID-03;8;3,331196568;7,969666972;1-lightgray
cbID-043;raID-03;19;8,856105254;41,95309036;2-darkgray
cbID-043;raID-03;24;9,747743113;50,61058214;2-darkgray
cbID-043;raID-03;34;7,470027911;29,56910622;3-darkorange
cbID-043;raID-03;42;5,210948282;16,86796337;3-darkorange
cbID-043;raID-03;52;3,313062723;9,594897962;4-orange
cbID-043;raID-03;58;4,008457528;19,01407098;4-orange
cbID-043;raID-03;68;3,933308587;21,06846703;5-orangered
cbID-043;raID-03;72;2,82165636;20,38605159;5-orangered
cbID-043;raID-03;84;0,202201379;0,161361566;6-red
cbID-043;raID-03;91;0,107123075;0,115925631;6-red
cbID-044;raID-03;1;0,102679969;0,270491775;1-lightgray
cbID-044;raID-03;7;1,729081528;2,567034714;1-lightgray
cbID-044;raID-03;12;3,943450028;10,40991209;1-lightgray
cbID-044;raID-03;17;7,592926462;33,80971539;2-darkgray
cbID-044;raID-03;24;9,565493575;48,8936235;2-darkgray
cbID-044;raID-03;28;9,258583472;47,74465053;2-darkgray
cbID-044;raID-03;34;7,978826988;33,49892027;3-darkorange
cbID-044;raID-03;39;5,464594625;18,89204009;3-darkorange
cbID-044;raID-03;43;4,859049198;16,85337103;3-darkorange
cbID-044;raID-03;48;4,593554411;15,57184006;4-orange
cbID-044;raID-03;52;4,418775704;19,43262369;4-orange
cbID-044;raID-03;59;5,227798221;22,21174928;4-orange
cbID-044;raID-03;66;4,954439486;31,61267909;5-orangered
cbID-044;raID-03;70;4,010367755;28,03218302;5-orangered
cbID-044;raID-03;73;3,70397042;18,22774832;5-orangered
cbID-044;raID-03;79;1,975071451;2,354056204;6-red
cbID-044;raID-03;84;0,158892311;0,056599683;6-red
cbID-044;raID-03;88;0,102679969;0,328949436;6-red
cbID-045;raID-03;1;0,103057394;0,046958531;1-lightgray
cbID-045;raID-03;10;3,899030129;10,08867991;1-lightgray
cbID-045;raID-03;19;8,171006932;37,0416704;2-darkgray
cbID-045;raID-03;25;10,0064364;52,20030862;2-darkgray
cbID-045;raID-03;36;6,180296388;23,03135513;3-darkorange
cbID-045;raID-03;45;4,233449999;15,46820735;4-orange
cbID-045;raID-03;54;2,788307051;10,44413362;4-orange
cbID-045;raID-03;64;3,487829943;18,69511997;5-orangered
cbID-045;raID-03;74;2,234310537;13,85943469;5-orangered
cbID-045;raID-03;82;0,936708916;0,635292337;6-red
cbID-045;raID-03;91;0,103057394;0,212216431;6-red
cbID-046;raID-03;1;0,09261611;0,133621869;1-lightgray
cbID-046;raID-03;9;2,991973305;6,2543164;1-lightgray
cbID-046;raID-03;18;7,782836728;36,98707395;2-darkgray
cbID-046;raID-03;30;8,152369473;35,32232248;3-darkorange
cbID-046;raID-03;36;7,437845803;29,79395951;3-darkorange
cbID-046;raID-03;44;4,363200399;14,94254887;3-darkorange
cbID-046;raID-03;54;3,315011932;12,11620171;4-orange
cbID-046;raID-03;65;3,435608392;16,30817317;5-orangered
cbID-046;raID-03;71;3,673622479;16,84829608;5-orangered
cbID-046;raID-03;80;1,78322662;3,162920399;6-red
cbID-046;raID-03;90;0,021335685;0,331593722;6-red
cbID-047;raID-03;1;0,07662936;0,175381052;1-lightgray
cbID-047;raID-03;11;3,648949656;9,040542426;1-lightgray
cbID-047;raID-03;17;6,953278638;32,82037753;2-darkgray
cbID-047;raID-03;24;8,323958928;42,57217742;2-darkgray
cbID-047;raID-03;33;7,561442309;34,07929812;3-darkorange
cbID-047;raID-03;41;4,61433004;15,73898036;3-darkorange
cbID-047;raID-03;48;3,569288018;11,04984322;3-darkorange
cbID-047;raID-03;58;2,601842135;14,07802926;4-orange
cbID-047;raID-03;66;3,136808209;21,67978867;5-orangered
cbID-047;raID-03;74;2,0498134;14,12266304;5-orangered
cbID-047;raID-03;81;0,496444511;0,269473176;6-red
cbID-047;raID-03;87;0,07662936;1,34747565;6-red
cbID-048;raID-03;1;0,075776231;0,090859618;1-lightgray
cbID-048;raID-03;10;3,725139826;9,270577671;1-lightgray
cbID-048;raID-03;19;7,322350593;30,48386063;2-darkgray
cbID-048;raID-03;28;8,860193892;39,94770044;3-darkorange
cbID-048;raID-03;36;5,817730344;22,60661601;3-darkorange
cbID-048;raID-03;46;4,038782132;12,71481241;3-darkorange
cbID-048;raID-03;56;4,488310321;17,84266279;4-orange
cbID-048;raID-03;65;3,766963673;21,3517339;5-orangered
cbID-048;raID-03;73;3,284752334;17,88616967;5-orangered
cbID-048;raID-03;80;0,626810973;8,981956823;5-orangered
cbID-048;raID-03;86;0,075776231;0,215796135;6-red
cbID-049;raID-03;1;0,143057057;0,17201874;1-lightgray
cbID-049;raID-03;7;2,369394964;4,14231036;1-lightgray
cbID-049;raID-03;11;3,53485119;8,540383961;1-lightgray
cbID-049;raID-03;17;6,840066916;30,90866777;2-darkgray
cbID-049;raID-03;23;8,341341521;40,23961707;2-darkgray
cbID-049;raID-03;28;8,167071566;35,69995592;3-darkorange
cbID-049;raID-03;33;6,056760365;23,24443814;3-darkorange
cbID-049;raID-03;38;5,200334616;17,96009018;3-darkorange
cbID-049;raID-03;43;3,931189453;11,40661742;3-darkorange
cbID-049;raID-03;52;3,151504582;11,98088892;4-orange
cbID-049;raID-03;56;4,115071072;18,61676738;4-orange
cbID-049;raID-03;61;3,18113193;21,423261;5-orangered
cbID-049;raID-03;70;4,368301357;27,02389874;5-orangered
cbID-049;raID-03;74;3,672760793;14,28593711;5-orangered
cbID-049;raID-03;78;3,08868506;16,94798416;5-orangered
cbID-049;raID-03;85;1,052169966;1,641790427;6-red
cbID-049;raID-03;88;0,098315938;0,204235987;6-red
cbID-050;raID-04;1;0,100790557;0,112966045;1-lightgray
cbID-050;raID-04;10;2,854859028;6,020847409;1-lightgray
cbID-050;raID-04;19;6,543830171;26,5810614;2-darkgray
cbID-050;raID-04;30;6,431936944;27,51155223;2-darkgray
cbID-050;raID-04;37;4,565107675;14,63632446;3-darkorange
cbID-050;raID-04;46;4,013490886;20,32770945;4-orange
cbID-050;raID-04;53;3,25777065;14,22117571;4-orange
cbID-050;raID-04;64;3,37074079;10,95736718;4-orange
cbID-050;raID-04;72;2,177219138;17,36546215;5-orangered
cbID-050;raID-04;80;0,554207718;0,929527754;6-red
cbID-050;raID-04;89;0,100790557;0,389447253;6-red
cbID-051;raID-04;1;0,095566926;0,065536625;1-lightgray
cbID-051;raID-04;9;3,204841683;7,257734902;1-lightgray
cbID-051;raID-04;16;6,84800436;26,19116607;2-darkgray
cbID-051;raID-04;23;9,200142005;47,208013;2-darkgray
cbID-051;raID-04;33;7,763860519;31,77350569;3-darkorange
cbID-051;raID-04;39;4,852498228;16,68878934;3-darkorange
cbID-051;raID-04;47;3,44172525;8,08512749;3-darkorange
cbID-051;raID-04;53;3,618705071;13,75767912;4-orange
cbID-051;raID-04;61;4,092195911;17,77485413;4-orange
cbID-051;raID-04;69;2,62874939;11,93225656;5-orangered
cbID-051;raID-04;76;1,89314912;2,849932916;6-red
cbID-051;raID-04;82;0,700673328;1,233077943;6-red
cbID-051;raID-04;90;0,095566926;0,709104414;6-red
cbID-052;raID-04;1;0,186609492;0,067079088;1-lightgray
cbID-052;raID-04;9;3,919612861;10,33498395;1-lightgray
cbID-052;raID-04;15;7,341969122;31,08054718;2-darkgray
cbID-052;raID-04;23;9,548874956;44,59240274;2-darkgray
cbID-052;raID-04;29;9,941386452;51,39145029;2-darkgray
cbID-052;raID-04;34;8,034110517;36,95764142;3-darkorange
cbID-052;raID-04;42;4,607096404;16,39049824;3-darkorange
cbID-052;raID-04;48;4,078464329;13,18144925;3-darkorange
cbID-052;raID-04;55;4,068150525;16,61485518;4-orange
cbID-052;raID-04;64;3,416933196;22,00788196;5-orangered
cbID-052;raID-04;68;3,335194049;15,02371159;5-orangered
cbID-052;raID-04;76;2,829244743;9,4606162;5-orangered
cbID-052;raID-04;86;0,524734515;0,215137145;6-red
cbID-052;raID-04;90;0,109075987;0,082589651;6-red
cbID-053;raID-04;1;0,108540809;0,02905507;1-lightgray
cbID-053;raID-04;11;4,159292683;11,26883338;1-lightgray
cbID-053;raID-04;21;9,156112703;48,0922437;2-darkgray
cbID-053;raID-04;30;9,259861656;46,28869454;3-darkorange
cbID-053;raID-04;40;7,401589707;32,86024055;3-darkorange
cbID-053;raID-04;51;5,985421399;31,26255086;4-orange
cbID-053;raID-04;60;5,906324337;31,64503952;4-orange
cbID-053;raID-04;70;3,821138009;21,21948421;5-orangered
cbID-053;raID-04;81;1,553114691;2,003004505;6-red
cbID-053;raID-04;89;0,049884333;0,049294525;6-red
cbID-054;raID-04;1;0,105559671;0,006672556;1-lightgray
cbID-054;raID-04;7;1,780202581;2,885147593;1-lightgray
cbID-054;raID-04;20;8,034076787;38,08718624;2-darkgray
cbID-054;raID-04;27;9,335488281;46,19788271;2-darkgray
cbID-054;raID-04;37;6,001819998;20,65361138;3-darkorange
cbID-054;raID-04;47;3,02081842;8,347174476;3-darkorange
cbID-054;raID-04;52;4,096531255;18,28990715;4-orange
cbID-054;raID-04;63;-99;14,59911125;4-orange
cbID-054;raID-04;72;2,770341597;14,11864178;5-orangered
cbID-054;raID-04;82;0,707994255;1,163932388;6-red
cbID-054;raID-04;90;0,00981348;-99;6-red
cbID-055;raID-04;1;0,095941859;0,014102258;1-lightgray
cbID-055;raID-04;13;5,08974309;15,80965205;1-lightgray
cbID-055;raID-04;21;8,441058378;39,2238351;2-darkgray
cbID-055;raID-04;31;8,045548036;37,89352883;2-darkgray
cbID-055;raID-04;41;6,793402267;27,30868378;3-darkorange
cbID-055;raID-04;51;5,588824256;27,11687545;4-orange
cbID-055;raID-04;60;5,412684118;24,65494297;4-orange
cbID-055;raID-04;72;3,971945216;19,29428626;5-orangered
cbID-055;raID-04;80;2,003494562;3,899571311;6-red
cbID-055;raID-04;90;0,00366883;0,555421002;6-red
cbID-056;raID-04;1;0,127192851;0,043445442;1-lightgray
cbID-056;raID-04;7;2,539185245;5,082390237;1-lightgray
cbID-056;raID-04;13;5,799156192;22,17092606;2-darkgray
cbID-056;raID-04;19;8,254064262;39,21512832;2-darkgray
cbID-056;raID-04;22;9,160821971;47,81605688;2-darkgray
cbID-056;raID-04;28;9,687487246;50,43658109;2-darkgray
cbID-056;raID-04;33;8,220769091;38,43761564;3-darkorange
cbID-056;raID-04;38;6,715508878;28,1912536;3-darkorange
cbID-056;raID-04;45;3,924886202;14,78541582;4-orange
cbID-056;raID-04;51;2,985025499;11,98107209;4-orange
cbID-056;raID-04;55;4,435849014;17,21747943;4-orange
cbID-056;raID-04;63;3,439956243;8,934904618;4-orange
cbID-056;raID-04;68;3,819721387;20,42780242;5-orangered
cbID-056;raID-04;73;2,98230941;16,59694995;5-orangered
cbID-056;raID-04;81;0,935458447;1,300485731;6-red
cbID-056;raID-04;83;0,127192851;0,011069259;6-red
cbID-056;raID-04;91;0,127192851;0,377447271;6-red
cbID-057;raID-04;1;0,093431192;0,047243579;1-lightgray
cbID-057;raID-04;10;3,424257873;8,022686904;1-lightgray
cbID-057;raID-04;22;8,216283209;39,42346972;2-darkgray
cbID-057;raID-04;33;6,338977412;23,9714479;3-darkorange
cbID-057;raID-04;42;4,392393565;15,45134051;3-darkorange
cbID-057;raID-04;50;3,867548954;16,76538641;4-orange
cbID-057;raID-04;59;2,62516969;13,4979102;4-orange
cbID-057;raID-04;69;2,56930615;12,66106347;5-orangered
cbID-057;raID-04;81;0,362714612;0,810026872;6-red
cbID-057;raID-04;89;0,093431192;0,140463764;6-red
cbID-058;raID-04;1;0,099796814;0,078723365;1-lightgray
cbID-058;raID-04;8;2,059878095;3,430671826;1-lightgray
cbID-058;raID-04;13;3,706288806;7,563521757;2-darkgray
cbID-058;raID-04;21;7,7448379;34,50828308;2-darkgray
cbID-058;raID-04;26;8,163605389;38,10540404;2-darkgray
cbID-058;raID-04;33;6,027621424;23,72912088;3-darkorange
cbID-058;raID-04;37;3,636876265;8,613323818;3-darkorange
cbID-058;raID-04;46;3,707283863;11,3738918;3-darkorange
cbID-058;raID-04;53;3,422848406;14,68452803;4-orange
cbID-058;raID-04;58;3,88945148;14,27931008;4-orange
cbID-058;raID-04;65;4,074252178;23,29374788;5-orangered
cbID-058;raID-04;73;3,744504139;21,41784334;5-orangered
cbID-058;raID-04;79;1,376554424;1,225255497;6-red
cbID-058;raID-04;83;0,56377571;0,117319914;6-red
cbID-058;raID-04;89;0,006800036;0,410823632;6-red
cbID-059;raID-04;1;0,083382675;0,033906556;1-lightgray
cbID-059;raID-04;7;2,647438315;5,091420401;1-lightgray
cbID-059;raID-04;15;7,202502965;31,15719075;2-darkgray
cbID-059;raID-04;21;9,579837077;49,94386665;2-darkgray
cbID-059;raID-04;26;9,779315307;53,12057631;2-darkgray
cbID-059;raID-04;34;5,755059548;19,95274542;3-darkorange
cbID-059;raID-04;39;3,867711629;10,66508992;3-darkorange
cbID-059;raID-04;47;3,702550322;8,57000132;3-darkorange
cbID-059;raID-04;53;3,397556678;13,94914593;4-orange
cbID-059;raID-04;58;3,443256858;13,47101877;4-orange
cbID-059;raID-04;64;4,052640103;21,40576695;4-orange
cbID-059;raID-04;72;3,942363791;24,19551392;5-orangered
cbID-059;raID-04;75;2,814570589;18,37245694;5-orangered
cbID-059;raID-04;85;0,705641697;1,262392563;6-red
cbID-059;raID-04;88;0,10110561;0,047104571;6-red
cbID-060;raID-04;1;0,091551909;0,048450235;1-lightgray
cbID-060;raID-04;10;3,849911459;9,988970172;1-lightgray
cbID-060;raID-04;16;7,460309727;31,00486137;2-darkgray
cbID-060;raID-04;25;10,44654459;55,02716101;2-darkgray
cbID-060;raID-04;33;9,574513166;47,99537673;3-darkorange
cbID-060;raID-04;42;5,749186023;21,25152246;3-darkorange
cbID-060;raID-04;49;3,873885655;17,80840298;4-orange
cbID-060;raID-04;59;3,125405357;16,54503216;4-orange
cbID-060;raID-04;66;3,206124871;19,18559261;5-orangered
cbID-060;raID-04;75;2,724917229;20,86048364;5-orangered
cbID-060;raID-04;82;1,112299267;0,88311061;6-red
cbID-060;raID-04;90;0,077229819;0,180351217;6-red
cbID-061;raID-05;1;0,103348763;0,099563284;1-lightgray
cbID-061;raID-05;32;8,678467119;40,4948575;3-darkorange
cbID-061;raID-05;61;4,210878412;19,56211546;5-orangered
cbID-061;raID-05;89;0,114673518;0,454024741;6-red
cbID-062;raID-05;1;0,114776978;0,051495774;1-lightgray
cbID-062;raID-05;12;4,087907068;14,41270499;2-darkgray
cbID-062;raID-05;24;8,751510106;42,998253;2-darkgray
cbID-062;raID-05;35;6,743276939;27,30503546;3-darkorange
cbID-062;raID-05;45;4,072009135;13,93064916;3-darkorange
cbID-062;raID-05;58;2,539824301;-99;4-orange
cbID-062;raID-05;68;2,517898381;16,96469094;5-orangered
cbID-062;raID-05;78;1,293983233;17,72122235;5-orangered
cbID-062;raID-05;87;0,114776978;0,781101824;6-red
cbID-063;raID-05;1;0,097013892;0,010142622;1-lightgray
cbID-063;raID-05;7;1,781807026;2,684421465;1-lightgray
cbID-063;raID-05;13;4,92403219;17,59737929;2-darkgray
cbID-063;raID-05;20;8,511024455;38,37745856;2-darkgray
cbID-063;raID-05;30;7,947989802;35,79780218;3-darkorange
cbID-063;raID-05;36;5,87630157;20,95421311;3-darkorange
cbID-063;raID-05;41;4,555076419;14,63570908;3-darkorange
cbID-063;raID-05;49;-99;18,91624784;4-orange
cbID-063;raID-05;56;3,474710144;14,9006801;4-orange
cbID-063;raID-05;63;4,064311157;21,29020542;4-orange
cbID-063;raID-05;68;4,143734385;22,2364635;5-orangered
cbID-063;raID-05;77;2,915908689;6,147928369;6-red
cbID-063;raID-05;83;1,441036953;2,296332173;6-red
cbID-063;raID-05;91;0,045349917;-0,00001;6-red
cbID-064;raID-05;1;0,095571617;0,227162508;1-lightgray
cbID-064;raID-05;10;3,150692497;7,061888748;1-lightgray
cbID-064;raID-05;17;5,981234181;27,25954566;2-darkgray
cbID-064;raID-05;24;7,797784929;37,44602806;2-darkgray
cbID-064;raID-05;33;6,436633625;24,4063581;3-darkorange
cbID-064;raID-05;42;5,20688088;18,14166501;3-darkorange
cbID-064;raID-05;49;3,111847641;11,73017067;4-orange
cbID-064;raID-05;58;2,970259888;15,10772253;4-orange
cbID-064;raID-05;65;3,368245188;16,56889044;5-orangered
cbID-064;raID-05;74;2,678036371;18,22195723;5-orangered
cbID-064;raID-05;81;1,018239797;1,231697194;6-red
cbID-064;raID-05;88;0,063167478;0,212102935;6-red
cbID-065;raID-05;1;0,157826319;0,095882588;1-lightgray
cbID-065;raID-05;6;2,321821034;4,316018876;1-lightgray
cbID-065;raID-05;12;5,24148429;20,94342085;2-darkgray
cbID-065;raID-05;14;5,957352832;22,80106832;2-darkgray
cbID-065;raID-05;21;9,305671789;45,31896152;2-darkgray
cbID-065;raID-05;25;9,61026734;49,4015322;2-darkgray
cbID-065;raID-05;29;9,271214186;48,07447488;2-darkgray
cbID-065;raID-05;34;7,590622111;30,07227432;3-darkorange
cbID-065;raID-05;39;5,410718716;20,83248829;3-darkorange
cbID-065;raID-05;42;3,791784243;11,39731822;3-darkorange
cbID-065;raID-05;48;2,891515602;11,70519142;4-orange
cbID-065;raID-05;53;1,826411499;10,87659034;4-orange
cbID-065;raID-05;57;2,095868284;10,36233694;4-orange
cbID-065;raID-05;62;3,52738082;16,39867478;4-orange
cbID-065;raID-05;67;3,587065098;19,85296553;5-orangered
cbID-065;raID-05;71;2,796196177;21,24601142;5-orangered
cbID-065;raID-05;76;1,907638354;3,768319831;6-red
cbID-065;raID-05;81;0,704756811;1,230643113;6-red
cbID-065;raID-05;85;0,118435384;0,422247977;6-red
cbID-065;raID-05;91;0,118435384;0,386133928;6-red
cbID-066;raID-05;1;-99;0,074518233;1-lightgray
cbID-066;raID-05;11;4,116109322;11,02893492;2-darkgray
cbID-066;raID-05;25;9,268175267;48,88999629;2-darkgray
cbID-066;raID-05;34;7,443699575;30,41561549;3-darkorange
cbID-066;raID-05;46;4,765836049;14,68394254;3-darkorange
cbID-066;raID-05;58;4,424844083;20,32504591;4-orange
cbID-066;raID-05;67;4,108200746;21,67320265;5-orangered
cbID-066;raID-05;78;2,448904154;20,41432819;5-orangered
cbID-066;raID-05;90;0,117977793;0,01571102;6-red
cbID-067;raID-05;1;0,096154025;0,144618518;1-lightgray
cbID-067;raID-05;18;6,708265909;30,19731895;2-darkgray
cbID-067;raID-05;30;7,427875976;32,26056967;2-darkgray
cbID-067;raID-05;45;3,291801614;13,19116106;4-orange
cbID-067;raID-05;60;3,692628629;17,476258;4-orange
cbID-067;raID-05;75;2,835661508;12,69649923;5-orangered
cbID-067;raID-05;91;0,127629635;0,434087967;6-red
cbID-068;raID-05;1;0,208750372;0,016578977;1-lightgray
cbID-068;raID-05;13;6,225641297;26,49586856;2-darkgray
cbID-068;raID-05;27;10,04639166;54,13356463;2-darkgray
cbID-068;raID-05;41;5,895867608;23,4950365;3-darkorange
cbID-068;raID-05;52;5,818896702;25,88132719;4-orange
cbID-068;raID-05;66;4,637851012;17,9955892;5-orangered
cbID-068;raID-05;76;2,834291252;5,50801698;6-red
cbID-068;raID-05;90;0,08905896;0,066929428;6-red
cbID-069;raID-05;1;0,19624199;0,106840168;1-lightgray
cbID-069;raID-05;8;3,354656009;7,963531114;1-lightgray
cbID-069;raID-05;16;7,954724535;38,73688973;2-darkgray
cbID-069;raID-05;23;11,35439582;62,20829106;2-darkgray
cbID-069;raID-05;30;9,51837713;47,84380074;3-darkorange
cbID-069;raID-05;38;9,093049651;44,73957797;3-darkorange
cbID-069;raID-05;45;7,984104698;42,21681394;4-orange
cbID-069;raID-05;53;6,356047117;33,9660684;4-orange
cbID-069;raID-05;59;4,903292282;26,80832741;4-orange
cbID-069;raID-05;66;3,89301436;25,6696558;5-orangered
cbID-069;raID-05;76;2,204683367;16,71251283;5-orangered
cbID-069;raID-05;81;1,493799351;2,164157977;6-red
cbID-069;raID-05;91;0,058656382;0,423276472;6-red
cbID-070;raID-05;1;0,085765386;-99;1-lightgray
cbID-070;raID-05;8;2,607436215;5,308355536;1-lightgray
cbID-070;raID-05;16;6,963607792;27,85901102;2-darkgray
cbID-070;raID-05;25;9,412071082;45,80257497;2-darkgray
cbID-070;raID-05;33;8,771937649;41,68757722;3-darkorange
cbID-070;raID-05;41;6,156879039;21,00464365;3-darkorange
cbID-070;raID-05;50;4,949232077;22,13459735;4-orange
cbID-070;raID-05;57;4,537463196;21,4467543;4-orange
cbID-070;raID-05;66;4,472261841;26,38156501;5-orangered
cbID-070;raID-05;74;4,213906617;25,51207663;5-orangered
cbID-070;raID-05;82;1,402710552;1,874006872;6-red
cbID-070;raID-05;90;0,116155288;0,585343945;6-red
cbID-071;raID-05;1;0,018477056;0,062129221;1-lightgray
cbID-071;raID-05;10;3,850823098;9,915783729;1-lightgray
cbID-071;raID-05;15;6,831911446;26,28463322;1-lightgray
cbID-071;raID-05;24;9,098572434;45,32836563;2-darkgray
cbID-071;raID-05;33;6,620008569;29,14558794;3-darkorange
cbID-071;raID-05;38;5,563133625;19,54732316;3-darkorange
cbID-071;raID-05;47;2,800270801;7,322602674;3-darkorange
cbID-071;raID-05;52;2,33374562;10,53932276;4-orange
cbID-071;raID-05;60;2,533966431;8,488189721;4-orange
cbID-071;raID-05;68;2,394150985;9,166310079;5-orangered
cbID-071;raID-05;73;1,82353155;13,30035806;5-orangered
cbID-071;raID-05;84;0,10375031;0,092493194;6-red
cbID-071;raID-05;91;0,10375031;0,518713533;6-red
cbID-072;raID-05;1;0,100754081;0,004152138;1-lightgray
cbID-072;raID-05;10;3,843862472;9,757451842;1-lightgray
cbID-072;raID-05;19;9,091914669;46,75506005;2-darkgray
cbID-072;raID-05;30;9,28136918;48,66808655;2-darkgray
cbID-072;raID-05;38;5,667812265;18,32151211;3-darkorange
cbID-072;raID-05;45;-99;11,92946121;3-darkorange
cbID-072;raID-05;54;3,157207768;9,127296182;4-orange
cbID-072;raID-05;64;3,186317006;14,96176387;5-orangered
cbID-072;raID-05;72;3,542510003;18,68396714;5-orangered
cbID-072;raID-05;81;1,822723853;3,417007583;6-red
cbID-072;raID-05;91;0,101595146;1,599706173;6-red
cbID-073;raID-05;1;0,08725924;0,026323565;1-lightgray
cbID-073;raID-05;7;1,553827058;2,209771383;1-lightgray
cbID-073;raID-05;17;7,38065281;32,58401595;2-darkgray
cbID-073;raID-05;22;11,02807174;63,34178742;2-darkgray
cbID-073;raID-05;30;10,05500911;53,39535776;2-darkgray
cbID-073;raID-05;36;7,453106378;32,14074436;3-darkorange
cbID-073;raID-05;45;6,051682526;30,63020259;4-orange
cbID-073;raID-05;55;3,556032365;19,03145664;4-orange
cbID-073;raID-05;59;3,442430246;18,77482923;4-orange
cbID-073;raID-05;68;2,581320272;17,90396437;5-orangered
cbID-073;raID-05;74;2,079945762;18,68112465;5-orangered
cbID-073;raID-05;82;0,274761948;0,779964073;6-red
cbID-073;raID-05;91;0,08725924;0,793238509;6-red
cbID-074;raID-05;1;0,045217987;0,004436064;1-lightgray
cbID-074;raID-05;10;3,381242969;8,045524597;1-lightgray
cbID-074;raID-05;16;6,860941186;28,98019742;2-darkgray
cbID-074;raID-05;26;9,189633737;47,56458211;2-darkgray
cbID-074;raID-05;33;6,26993786;23,90946064;3-darkorange
cbID-074;raID-05;42;3,170730061;5,309499124;3-darkorange
cbID-074;raID-05;48;2,214040777;8,010655737;4-orange
cbID-074;raID-05;58;3,552753017;21,01747854;4-orange
cbID-074;raID-05;66;4,121706536;20,68751947;5-orangered
cbID-074;raID-05;75;2,852107371;23,11389753;5-orangered
cbID-074;raID-05;81;1,11559825;1,263889069;6-red
cbID-074;raID-05;90;0,123347087;0,271192151;6-red
cbID-075;raID-05;1;0,080702277;0,159100712;1-lightgray
cbID-075;raID-05;10;4,047742592;10,87422023;1-lightgray
cbID-075;raID-05;19;8,466024661;40,58520528;2-darkgray
cbID-075;raID-05;27;9,722990402;53,92509369;2-darkgray
cbID-075;raID-05;36;8,202833989;38,16717932;3-darkorange
cbID-075;raID-05;48;5,563713393;21,60226083;4-orange
cbID-075;raID-05;53;4,557604716;18,45037353;4-orange
cbID-075;raID-05;64;4,382631556;23,99704235;5-orangered
cbID-075;raID-05;72;3,220917755;11,62242324;5-orangered
cbID-075;raID-05;82;0,800983038;0,748649643;6-red
cbID-075;raID-05;91;0,102000916;0,13915514;6-red
cbID-076;raID-05;1;0,097716351;0,085862362;1-lightgray
cbID-076;raID-05;9;3,170723238;7,186722213;1-lightgray
cbID-076;raID-05;20;8,784937792;43,30875402;2-darkgray
cbID-076;raID-05;29;9,341494995;49,26963728;2-darkgray
cbID-076;raID-05;36;7,945523546;34,032661;3-darkorange
cbID-076;raID-05;46;5,321887559;24,28958742;4-orange
cbID-076;raID-05;55;3,340782338;12,02985161;4-orange
cbID-076;raID-05;63;3,938518488;16,68597033;4-orange
cbID-076;raID-05;71;3,148928811;18,23138745;5-orangered
cbID-076;raID-05;82;0,565814851;0,290315072;6-red
cbID-076;raID-05;89;0,097716351;0,593634268;6-red
cbID-077;raID-05;1;0,004570832;0,033989519;1-lightgray
cbID-077;raID-05;18;7,740243;33,78369474;2-darkgray
cbID-077;raID-05;30;9,025595732;44,80941856;3-darkorange
cbID-077;raID-05;45;3,944827313;16,75050199;4-orange
cbID-077;raID-05;60;2,552236332;8,996500745;5-orangered
